0,1,2
90.2,0.0,91.5
97.72,0.0,97.33
67.0,0.0,60.0
84.86,0.0,
45.29,0.0,
69.86,0.0,
85.7,0.0,84.0
92.85,,90.8
93.7,0.0,94.4
41.84,,66.0
92.67,0.0,97.5
50.63,0.0,
90.57,0.0,93.0
93.88,0.0,95.0
93.18,0.0,84.0
84.33,0.0,78.0
33.51,0.0,
92.49,0.0,92.25
96.8,0.0,96.75
94.42,0.0,89.0
83.52,0.0,
87.4,0.0,
79.69,,83.17
91.28,0.0,92.0
98.99,48.0,
97.6,0.0,98.2
91.44,49.0,
,0.0,85.0
79.1,37.0,
88.63,0.0,
88.82,0.0,
96.6,0.0,92.83
90.96,0.0,86.5
66.47,45.0,
93.36,0.0,95.4
83.09,0.0,77.5
98.76,,99.44
90.04,0.0,
75.86,68.0,
74.49,0.0,81.0
94.65,0.0,
84.32,0.0,
90.22,0.0,
47.08,0.0,64.0
98.26,0.0,97.5
90.43,0.0,89.67
2.32,0.0,
94.11,0.0,94.67
96.35,0.0,95.25
86.45,0.0,82.0
92.82,0.0,90.88
84.89,0.0,
81.92,0.0,
92.98,0.0,
96.4,98.0,
82.88,0.0,96.67
83.73,0.0,93.5
95.94,0.0,95.5
32.7,0.0,
96.14,96.0,
94.83,32.0,
97.09,0.0,97.0
81.1,0.0,0.0
97.47,0.0,99.33
95.93,,96.86
86.27,0.0,83.67
91.15,0.0,85.2
93.35,0.0,94.0
56.02,0.0,
97.44,0.0,92.5
97.51,0.0,99.0
83.21,0.0,
98.51,0.0,98.0
89.93,0.0,75.0
98.26,0.0,96.0
96.73,0.0,98.33
85.89,0.0,
94.0,0.0,
97.39,0.0,
89.0,0.0,
85.75,,96.4
78.04,0.0,65.5
82.45,0.0,78.33
94.0,46.25,
70.57,0.0,
77.99,0.0,77.0
95.94,87.5,
93.7,0.0,95.0
78.92,0.0,
70.68,0.0,65.33
78.89,0.0,
94.9,0.0,
77.52,70.0,
91.71,0.0,
94.73,0.0,
79.24,0.0,82.5
91.4,0.0,91.75
81.39,71.0,
87.71,0.0,
97.82,0.0,
95.95,0.0,
90.37,0.0,
94.51,0.0,
50.16,0.0,22.0
83.83,0.0,
57.04,0.0,28.0
94.02,0.0,98.0
96.99,0.0,87.0
89.36,91.0,
96.66,48.0,
67.01,,49.83
78.28,0.0,
92.86,83.0,
66.92,0.0,33.0
91.77,0.0,
80.81,0.0,84.0
91.46,0.0,
91.27,0.0,
97.84,98.0,
88.44,79.0,
92.02,0.0,85.5
87.6,0.0,
94.22,91.0,
95.82,0.0,
47.35,62.0,
82.68,11.08,
76.67,0.0,
77.7,0.0,
92.99,0.0,91.67
90.91,46.5,
87.68,0.0,
63.17,36.5,
97.72,49.5,
97.64,99.0,
91.5,0.0,95.33
97.43,0.0,97.5
95.08,0.0,
94.6,0.0,96.62
79.7,0.0,89.67
82.13,0.0,
74.55,0.0,87.31
99.08,0.0,94.8
94.16,0.0,92.5
85.09,0.0,91.67
95.16,49.0,
92.68,0.0,
83.79,0.0,88.0
68.82,0.0,
96.77,46.0,
90.58,0.0,91.33
85.89,,71.78
85.4,21.94,
36.14,0.0,
94.19,0.0,94.6
81.56,0.0,73.0
94.39,48.0,
,0.0,47.5
95.05,97.0,
95.73,0.0,
83.95,0.0,
91.6,0.0,95.5
72.0,0.0,
92.87,0.0,
95.15,0.0,93.5
86.76,,89.94
75.66,53.0,
91.95,0.0,88.57
96.94,0.0,94.0
96.33,48.5,
90.45,88.0,
70.64,0.0,83.25
94.22,0.0,
74.93,0.0,71.0
65.67,,78.75
97.09,0.0,97.0
95.09,0.0,
80.47,0.0,86.0
89.74,0.0,89.0
88.24,0.0,
93.39,0.0,93.0
94.91,,96.38
94.88,,96.62
77.07,0.0,61.4
93.92,0.0,
66.14,0.0,68.0
99.2,0.0,
76.82,0.0,93.0
95.86,94.0,
86.09,0.0,
72.35,0.0,
93.8,50.0,
88.48,0.0,90.5
78.9,0.0,
96.05,0.0,
80.65,0.0,
72.06,0.0,
91.05,0.0,78.0
84.8,0.0,88.83
80.05,0.0,
89.19,0.0,95.5
80.04,0.0,
77.19,0.0,76.0
92.67,0.0,93.2
96.26,0.0,
63.52,0.0,
99.0,0.0,99.0
92.8,84.0,
91.1,0.0,90.0
94.48,0.0,97.5
72.26,0.0,
57.41,24.0,
94.81,0.0,96.67
96.4,0.0,
97.14,0.0,99.33
19.3,0.0,0.0
88.0,0.0,88.67
87.6,0.0,95.0
87.2,0.0,89.5
71.59,,80.0
97.85,0.0,
94.57,,97.62
77.4,0.0,74.67
13.57,0.0,38.0
97.31,0.0,91.0
93.76,0.0,
96.39,0.0,
97.74,0.0,97.33
91.73,,87.75
88.32,0.0,84.0
73.22,24.0,
81.18,0.0,
90.83,28.33,
92.74,0.0,
89.3,0.0,82.5
94.04,0.0,
96.08,0.0,96.5
91.53,0.0,98.0
95.94,0.0,
89.39,0.0,86.5
93.35,0.0,90.0
91.16,0.0,74.5
94.09,0.0,
84.14,97.0,
97.09,0.0,
91.57,0.0,94.0
95.35,0.0,
74.13,0.0,59.0
94.12,0.0,
75.75,0.0,
97.94,0.0,
83.43,0.0,
95.83,0.0,
74.97,0.0,
92.95,0.0,95.0
86.82,,91.83
87.2,0.0,
62.58,17.0,
96.58,0.0,98.0
96.05,0.0,
83.51,0.0,81.0
86.53,0.0,
94.7,67.75,
12.43,67.0,
97.67,0.0,97.0
95.78,97.0,
93.08,0.0,85.0
95.99,0.0,
93.36,0.0,
87.45,0.0,
92.52,48.0,
43.34,0.0,
95.56,0.0,
97.5,0.0,
95.82,0.0,
94.33,,95.33
95.39,0.0,
59.77,0.0,84.0
97.99,49.5,
82.26,0.0,93.0
87.2,0.0,92.0
90.04,0.0,
89.15,0.0,
94.05,48.5,
96.42,99.0,
97.38,,95.43
80.96,0.0,93.33
74.08,27.0,
93.47,0.0,93.75
94.49,48.0,
96.55,,98.0
95.06,0.0,
67.91,0.0,88.33
84.25,43.5,
81.82,0.0,
91.85,0.0,
57.78,0.0,
92.55,0.0,92.5
58.59,22.0,
97.01,0.0,98.0
95.06,47.0,
96.06,0.0,98.0
93.93,0.0,
95.18,0.0,99.0
95.91,0.0,97.5
85.4,0.0,92.5
73.62,0.0,72.5
93.58,,94.14
61.62,0.0,79.0
74.78,44.5,
86.1,0.0,
92.26,0.0,96.0
89.49,0.0,87.0
94.04,0.0,
85.42,16.6,
48.68,,52.67
48.29,0.0,
81.78,0.0,77.8
80.34,0.0,
95.97,,89.8
91.37,0.0,
95.6,0.0,
96.33,0.0,97.25
90.61,,94.5
96.31,98.0,
95.76,0.0,93.0
86.25,39.0,
95.73,0.0,90.5
93.32,0.0,94.0
90.17,80.5,
92.84,0.0,
77.2,0.0,92.67
89.27,,88.33
89.28,,94.76
63.95,0.0,
63.59,0.0,
94.39,0.0,
92.85,0.0,96.33
85.65,0.0,95.0
88.3,0.0,81.0
97.17,0.0,
90.85,0.0,85.5
97.97,47.0,
92.27,,93.0
92.5,0.0,89.5
88.69,0.0,
76.81,0.0,
63.53,0.0,54.67
97.41,0.0,90.0
97.31,0.0,100.0
85.01,46.5,
84.86,0.0,
93.32,0.0,96.33
87.34,0.0,
83.84,0.0,
97.01,0.0,
88.0,45.5,
94.82,0.0,
